"plot","sampleid","site","vegplot_area_cm2","species.x","LAI","chl","spal_live_stem_count","core_area_cm2","core_live_stem_count","plot_ag_1","plot_ag_2","stemsm2","species.y","live_stem_g","dead_stem_g","TotalBG_0_10_g","Rhizomes_0_10_g","TotalBG_10_30_g","Rhizomes_10_30_g","ag.total","survey","area","bg.total","rhiz.total","rhiz.shoot","rhiz.green.shoot","rhizm2.core","rootgreenshoot","rootshoot","bgm2.core","agm2.core","date","percent_n","percent_c","cn_ratio","percentC","percentN","elevation","lat","long","bgm2.areascaled","agm2.core.areascaled","rhizm2.areascaled","bgm2.core.stemscaled","agm2.core.stemscaled","zone","agm2.allom","agm2.allom.new","bgm2.allometric.rootshoot","bgm2.allometric.rootgreenshoot","bgm2.allo.new.rootshoot","bgm2.allo.new.rootgreenshoot","rhizm2.allometric.rootshoot","rhizm2.allometric.rootgreenshoot","rhizm2.allo.new.rootshoot","rhizm2.allo.new.rootgreenshoot","rhizm2.core.stemscaled","AGCg","wholeplantCg"
"t8","118t8","fluxa",3025,"spal",NA,NA,15,NA,NA,91.3296523601458,98.92043143681,49.5867768595041,"spal",NA,NA,NA,NA,NA,NA,NA,118,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-11,NA,NA,NA,NA,NA,0.685161,31.45028,-81.28503,NA,NA,NA,NA,NA,"t",301.916206149242,327.009690700198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"t8","51t8","fluxa",3025,"spal",NA,NA,18,NA,NA,136.861400108125,142.859033776346,59.504132231405,"spal",NA,NA,NA,NA,NA,NA,NA,51,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-08-15,NA,NA,NA,NA,NA,0.685161,31.45028,-81.28503,NA,NA,NA,NA,NA,"t",452.434380522727,472.261268682135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"t8","107t8","fluxa",3025,"spal",NA,NA,17,NA,NA,119.928863427848,123.826517350588,56.198347107438,"spal",NA,NA,NA,NA,NA,NA,NA,107,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021-09-30,NA,NA,NA,NA,NA,0.685161,31.45028,-81.28503,NA,NA,NA,NA,NA,"t",396.459052654042,409.343859010208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"t8","64t8","fluxa",3025,"spal",1.35,NA,20,NA,NA,194.576345076727,199.100427472618,66.1157024793388,"spal",NA,NA,NA,NA,NA,NA,NA,64,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-08-22,NA,NA,NA,NA,NA,0.685161,31.45028,-81.28503,NA,NA,NA,NA,NA,"t",643.227587030504,658.18323131444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"t8","88t8","fluxa",3025,"spal",NA,NA,20,NA,NA,108.920906324596,121.23564642801,66.1157024793388,"spal",NA,NA,NA,NA,NA,NA,NA,88,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-03-02,NA,NA,NA,NA,NA,0.685161,31.45028,-81.28503,NA,NA,NA,NA,NA,"t",360.069111816845,400.778996456232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"t8","69t8","fluxa",3025,"spal",NA,NA,28,NA,NA,147.774710251063,165.054312803105,92.5619834710744,"spal",NA,NA,NA,NA,NA,NA,NA,69,45.6036731187748,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-15,NA,NA,NA,NA,NA,0.685161,31.45028,-81.28503,NA,NA,NA,NA,NA,"t",488.51143884649,545.634091911092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"t9","17t9","fluxa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"spal",NA,NA,7.34,NA,9.08,NA,NA,17,45.6036731187748,16.42,NA,NA,NA,NA,NA,NA,3600.58716262484,NA,2014-10-03,NA,NA,NA,NA,NA,NA,NA,NA,3600.58716262484,NA,NA,NA,NA,"t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ug1","106ug1","ugami",625,"spal",1.11,0.8,12,45.6036731187748,1,19.1261010713814,18.5572533594944,192,"spal",6.02,1.07,5.23,4.02,1.23,0.89,7.09,106,45.6036731187748,6.46,4.91,0.692524682651622,0.815614617940199,1076.66765946943,1.07308970099668,0.91114245416079,1416.55256215326,1554.69932905055,2021-08-12,1,41.7,41.7,41.7,1,0.706,31.3996,-81.282,1416.55256215326,1554.69932905055,1076.66765946943,1240.32,1361.28,NA,306.017617142102,296.916053751911,278.825642699292,328.384353278735,270.532821895253,318.617559341751,211.92475319714,249.592441888326,205.621695898714,242.169073741176,78.56,127.609346348257,1239.01203863199
"ug1","122ug1","ugami",625,"spal",1.35,1,21,45.6036731187748,5,21.9961854983349,26.2291264444585,336,"spal",3.93,0,6.26,4.16,7.82,5.79,3.93,122,45.6036731187748,14.08,9.95,2.53180661577608,2.53180661577608,2181.84179464782,3.58269720101781,3.58269720101781,3087.47059986344,861.772688740293,2022-11-02,1.5,43.7,29.13,43.7,1.5,0.706,31.3996,-81.282,3087.47059986344,861.772688740293,2181.84179464782,946.176,264.096,NA,351.938967973358,419.666023111335,1260.89075548725,1260.89075548725,1503.53628636326,1503.53628636326,891.041407464353,891.041407464353,1062.51321372972,1062.51321372972,159.2,153.797329004357,1725.81931711983
"ug1","109ug1","ugami",625,"spal",0.71,1,23,45.6036731187748,3,18.4952580682767,24.7664145159574,368,"spal",6.91,0,4.02,3.5,2.74,2.15,6.91,109,45.6036731187748,6.76,5.65,0.817655571635311,0.817655571635311,1238.93529042816,0.978292329956585,0.978292329956585,1482.33673686626,1515.22882422276,2021-11-11,1.3,42.3,32.54,42.3,1.3,0.706,31.3996,-81.282,1482.33673686626,1515.22882422276,1238.93529042816,829.226666666667,847.626666666667,NA,295.924129092426,396.262632255319,289.500305740203,289.500305740203,387.660693783785,387.660693783785,241.96401293375,241.96401293375,324.006349094436,324.006349094436,90.4,125.175906606096,1267.97023234065
"ug1","113ug1","ugami",625,"spal",0.99,0.9,29,45.6036731187748,2,16.2406430402148,25.984573405014,464,"spal",0.81,0.7,3.65,2.68,2.07,1.62,1.51,113,45.6036731187748,5.72,4.3,2.8476821192053,5.30864197530864,942.90650421966,7.06172839506173,3.78807947019868,1254.28493119452,331.113679388764,2022-02-24,1.2,49.9,41.58,49.9,1.2,0.706,31.3996,-81.282,1254.28493119452,331.113679388764,942.90650421966,1327.04,350.32,NA,259.850288643437,415.753174480223,984.333543735404,1834.99216177835,1574.90606491846,2935.93599756405,739.971020640251,1379.45214958862,1183.93288097017,2207.08475341353,68.8,129.665294033075,791.113906681061
"ug1","104ug1","ugami",625,"spal",3.19,1,10,45.6036731187748,2,26.1545796489744,24.0001798302333,160,"spal",6.05,0,5.42,3.92,6.45,4.3,6.05,104,45.6036731187748,11.87,8.22,1.35867768595041,1.35867768595041,1802.48638713619,1.96198347107438,1.96198347107438,2602.86051281101,1326.64752337882,2021-06-21,0.9,36.9,41,36.9,0.9,0.706,31.3996,-81.282,2602.86051281101,1326.64752337882,1802.48638713619,949.6,484,NA,418.473274383591,384.002877283732,821.037647426979,821.037647426979,753.407298075687,753.407298075687,568.570300071589,568.570300071589,521.736140706162,521.736140706162,131.52,154.416638247545,1449.98846535405
"ug1","119ug1","ugami",625,"spal",2.06,0.9,23,45.6036731187748,6,28.6525124539799,31.3752489710423,368,"spal",7.35,0.26,5.7,4.51,1.85,0.92,7.61,119,45.6036731187748,7.55,5.43,0.71353482260184,0.738775510204082,1190.69356230529,1.02721088435374,0.992115637319317,1655.56839694382,1668.72523188642,2022-08-05,1.2,34.6,28.83,34.6,1.2,0.706,31.3996,-81.282,1655.56839694382,1668.72523188642,1190.69356230529,463.066666666667,466.746666666667,NA,458.440199263679,502.003983536676,454.825690465279,470.914762508949,498.046002063325,515.66395587781,327.113046255161,338.684392109085,358.197323338259,370.868249061789,86.88,158.620308945233,1150.20559557526
"ug1","125ug1","ugami",625,"spal",0.87,1,21,45.6036731187748,3,11.9277678738144,18.3325811576599,336,"spal",1.91,1.23,3.69,2.65,1.26,0.7,3.14,125,45.6036731187748,4.95,3.35,1.06687898089172,1.75392670157068,734.589950961828,2.59162303664922,1.57643312101911,1085.43888276449,688.541028662728,2023-02-16,1.7,42.7,25.12,42.7,1.7,0.706,31.3996,-81.282,1085.43888276449,688.541028662728,734.589950961828,554.4,351.68,NA,190.84428598103,293.321298522559,300.853253377738,494.596447961308,462.401410091295,760.178234390925,203.607757336449,334.726889024319,312.938328041584,514.464057618101,53.6,81.4905101138998,757.489422179423
"ug1","36ug1","ugami",625,"spal",0.64,0.8,17,NA,NA,14.561240185395,20.0062538780366,272,"spal",2.52,0,6.61,3.22,4.97,0.74,2.52,36,45.6036731187748,11.58,3.96,1.57142857142857,1.57142857142857,868.351106211593,4.59523809523809,4.59523809523809,2539.26914392178,552.587067589196,2016-05-05,0.89,41.22,46.31,41.22,0.89,0.706,31.3996,-81.282,2539.26914392178,552.587067589196,868.351106211593,NA,NA,NA,232.97984296632,320.100062048586,1070.59784982142,1070.59784982142,1470.93599941374,1470.93599941374,366.111181804217,366.111181804217,503.014383219206,503.014383219206,63.36,96.034291270717,1274.46313038482
"ug1","116ug1","ugami",625,"spal",1.69,0.9,22,45.6036731187748,2,24.3407786064529,30.0693942679608,352,"spal",0.88,0,1.32,0.9,0.54,0.44,0.88,116,45.6036731187748,1.86,1.34,1.52272727272727,1.52272727272727,293.835980384731,2.11363636363636,2.11363636363636,407.861883220597,192.966912491465,2022-05-09,1.3,37.5,28.85,37.8,1.2,0.706,31.3996,-81.282,407.861883220597,192.966912491465,293.835980384731,327.36,154.88,NA,389.452457703247,481.110308287372,823.160876509135,823.160876509135,1016.89224251649,1016.89224251649,593.029878775398,593.029878775398,732.599787619408,732.599787619408,21.44,147.213029011827,227.113284779159
"ug1","38ug1","ugami",625,"spal",0.76,0.6,13,NA,NA,20.3563554415882,21.793468017185,208,"spal",3.63,0,6.03,3.14,6.85,3.38,3.63,38,45.6036731187748,12.88,6.52,1.79614325068871,1.79614325068871,1429.70939709586,3.54820936639118,3.54820936639118,2824.33390101145,795.988514027294,2016-07-14,0.53,33.27,62.77,33.27,0.53,0.706,31.3996,-81.282,2824.33390101145,795.988514027294,1429.70939709586,NA,NA,NA,325.701687065411,348.69548827496,1155.6577766949,1155.6577766949,1237.24459751556,1237.24459751556,585.006886960463,585.006886960463,626.307047810672,626.307047810672,104.32,108.360951286662,1204.48126748339
"ug1","41ug1","ugami",625,"spal",0.52,0.8,17,NA,NA,17.9251031227075,22.5592326910351,272,"spal",0.21,0.18,3.76,1.75,7.34,1.01,0.39,41,45.6036731187748,11.1,2.76,7.07692307692308,13.1428571428571,605.214407359595,52.8571428571429,28.4615384615385,2434.01446438098,85.5194271268994,2016-10-29,1.57,36.18,23.04,36.18,1.57,0.706,31.3996,-81.282,2434.01446438098,85.5194271268994,605.214407359595,NA,NA,NA,286.80164996332,360.947723056562,8162.81619126373,15159.5157837755,10273.1275023791,19078.6653615611,2029.67321512504,3769.39311380364,2554.39927086182,4743.88436017196,44.16,103.764836956729,911.567361947551
"ug1","40ug1","ugami",625,"spal",NA,0.7,18,NA,NA,11.6502188255905,16.7079693912775,288,"spal",6.29,0,11.22,8.68,4.22,1.84,6.29,40,45.6036731187748,15.44,10.52,1.6724960254372,1.6724960254372,2306.83172660252,2.45468998410175,2.45468998410175,3385.69219189571,1379.27486314922,2016-09-14,0.6,41.52,69.2,41.52,0.6,0.706,31.3996,-81.282,3385.69219189571,1379.27486314922,2306.83172660252,NA,NA,NA,186.403501209448,267.327510260441,457.56280742033,457.56280742033,656.206161911161,656.206161911161,311.75911490038,311.75911490038,447.10419840061,447.10419840061,168.32,77.3947337021628,1978.41432125466
"ug1","39ug1","ugami",625,"spal",0.84,0.6,26,NA,NA,16.3401553353855,22.3748033014447,416,"spal",0.66,0,9.77,6.11,2.57,2.12,0.66,39,45.6036731187748,12.34,8.23,12.469696969697,12.469696969697,1804.67919295995,18.6969696969697,18.6969696969697,2705.92238652805,144.725184368599,2016-08-19,NA,NA,NA,NA,NA,0.706,31.3996,-81.282,2705.92238652805,144.725184368599,1804.67919295995,NA,NA,NA,261.442485366169,357.996852823116,4888.1822263917,4888.1822263917,6693.45630884432,6693.45630884432,3260.10856752056,3260.10856752056,4464.11227080946,4464.11227080946,131.68,NA,NA
"ug2","106ug2","ugami",625,"spal",1.13,1.2,15,45.6036731187748,4,34.658397046297,33.2402577875797,240,"spal",6.43,0.49,7.42,5.09,3.04,1.61,6.92,106,45.6036731187748,10.46,6.7,0.968208092485549,1.04199066874028,1469.17990192366,1.62674961119751,1.51156069364162,2293.67489165992,1517.42163004652,2021-08-12,1,50.4,50.4,50.4,1,0.766,31.3995,-81.282,2293.67489165992,1517.42163004652,1469.17990192366,627.6,415.2,NA,554.534352740752,531.844124601276,838.212330876917,902.088542716682,803.914673891524,865.177222912806,536.904647884832,577.819621051795,514.935785379848,554.176615058872,107.2,279.485313781339,1920.79264694004
"ug2","125ug2","ugami",625,"spal",2.53,1.2,22,45.6036731187748,1,19.3094472866156,24.395485151375,352,"spal",0.5,0.22,2.1,0.98,4.26,2.98,0.72,125,45.6036731187748,6.36,3.96,5.5,7.92,868.351106211593,12.72,8.83333333333333,1394.62450391559,157.882019311199,2023-02-16,2,46.1,23.05,46,2,0.766,31.3995,-81.282,1394.62450391559,157.882019311199,868.351106211593,2238.72,253.44,NA,308.951156585849,390.327762422001,2729.06854984167,3929.858711772,3447.89523472767,4964.96913800785,1699.23136122217,2446.89316015993,2146.802693321,3091.39587838224,63.36,142.117532029491,714.153000684323
"ug2","36ug2","ugami",625,"spal",1.67,0.7,9,NA,NA,19.2980710473639,18.6548884519665,144,"spal",3.41,1.47,9.09,4.17,4.17,1.36,4.88,36,45.6036731187748,13.26,5.53,1.13319672131148,1.6217008797654,1212.62162054296,3.88856304985337,2.7172131147541,2907.66052231458,1070.08924199813,2016-05-05,0.69,41.35,59.93,41.35,0.69,0.766,31.3995,-81.282,2907.66052231458,1070.08924199813,1212.62162054296,NA,NA,NA,308.769136757822,298.478215231464,838.991547829655,1200.66825613159,811.02892089533,1160.65135893525,349.896173416138,500.731180724561,338.234534883196,484.04238423167,88.48,127.676038049359,1644.7995275433
"ug2","113ug2","ugami",625,"spal",1.22,1.1,22,45.6036731187748,3,28.3651798711373,31.6212945258432,352,"spal",1.67,3.16,3.34,2.07,4.19,2.8,4.83,113,45.6036731187748,7.53,4.87,1.00828157349896,2.91616766467066,1067.89643617436,4.50898203592814,1.55900621118012,1651.18278529629,1059.12521287929,2022-02-24,1.3,51.4,39.54,51.15,1.3,0.766,31.3995,-81.282,1651.18278529629,1059.12521287929,1067.89643617436,883.52,566.72,NA,453.842877938197,505.940712413491,707.543865605512,2046.36938375726,788.764713141529,2281.27758351712,457.601411088823,1323.48192548444,510.130697609461,1475.40794578066,77.92,232.140632065388,1386.32254106681
"ug2","104ug2","ugami",625,"spal",3.63,1,13,45.6036731187748,2,36.2955780478921,32.246338677113,208,"spal",8.09,0.48,5.06,3.2,3.82,2.34,8.57,104,45.6036731187748,8.88,5.54,0.646441073512252,0.684796044499382,1214.81442636672,1.09765142150803,1.03617269544924,1947.21157150479,1879.23459096802,2021-06-21,1,39,39,39,1,0.766,31.3995,-81.282,1947.21157150479,1879.23459096802,1214.81442636672,923.52,891.28,NA,580.729248766274,515.941418833808,601.735791020363,637.438285419594,534.604410646933,566.323831797802,375.407238992434,397.681092480242,333.525724660362,353.314642810791,88.64,226.484407018847,1492.31400336439
"ug2","38ug2","ugami",625,"spal",1.28,0.5,7,NA,NA,15.3839819365272,15.0175461952959,112,"spal",9.09,2.25,15.17,9.23,4.52,1.74,11.34,38,45.6036731187748,19.69,10.97,0.967372134038801,1.20682068206821,2405.50798867202,2.16611661166117,1.7363315696649,4317.63466699653,2486.64180415138,2016-07-14,0.71,42.28,59.55,42.28,0.71,0.766,31.3995,-81.282,4317.63466699653,2486.64180415138,2405.50798867202,NA,NA,NA,246.143710984435,240.280739124735,427.387096056748,533.175981219309,417.207032924694,520.476100480311,238.112566975243,297.051321177035,232.440891375515,289.975765478365,175.52,104.069561004219,2876.84809200134
"ug2","109ug2","ugami",625,"spal",0.74,1.1,18,45.6036731187748,1,21.4331535159896,25.4545613768275,288,"spal",2.08,0.88,6.94,4.61,4.53,3.37,2.96,109,45.6036731187748,11.47,7.98,2.69594594594595,3.83653846153846,1749.85904736579,5.51442307692308,3.875,2515.14827986035,649.070523834928,2021-11-11,1.2,41.1,34.25,41.1,1.2,0.766,31.3995,-81.282,2515.14827986035,649.070523834928,1749.85904736579,3303.36,852.48,NA,342.930456255833,407.272982029241,1328.85551799135,1891.06362175693,1578.18280536331,2245.87553070932,924.521973284307,1315.66588505844,1097.98594479505,1562.51845990064,127.68,140.944417521147,1300.49392831876
"ug2","41ug2","ugami",625,"spal",2.52,0.6,27,NA,NA,28.4123931364775,34.7617459519874,432,"spal",7.82,0,8.06,3.5,9.01,2.07,7.82,41,45.6036731187748,17.07,5.57,0.71227621483376,0.71227621483376,1221.39284383802,2.18286445012788,2.18286445012788,3743.11954116967,1714.77415418552,2016-10-29,1.29,41.38,32.08,41.38,1.29,0.766,31.3995,-81.282,3743.11954116967,1714.77415418552,1221.39284383802,NA,NA,NA,454.598290183639,556.187935231799,992.326446730783,992.326446730783,1214.08287140752,1214.08287140752,323.799549401902,323.799549401902,396.15943724311,396.15943724311,89.12,188.11277247799,2258.47641113798
"ug2","39ug2","ugami",625,"spal",1.84,0.8,17,NA,NA,25.5751017676224,27.8801178081841,272,"spal",7.13,0,7.39,3.32,2.42,1.76,7.13,39,45.6036731187748,9.81,5.08,0.712482468443198,0.712482468443198,1113.94535847346,1.37587657784011,1.37587657784011,2151.14251311508,1563.47055234562,2016-08-19,NA,NA,NA,NA,NA,0.766,31.3995,-81.282,2151.14251311508,1563.47055234562,1113.94535847346,NA,NA,NA,409.201628281958,446.081884930945,563.010935967182,563.010935967182,613.753617275256,613.753617275256,291.548986209305,291.548986209305,317.825522503394,317.825522503394,81.28,NA,NA
"ug2","116ug2","ugami",625,"spal",0.98,0.8,15,45.6036731187748,2,31.5647888000416,30.953566051731,240,"spal",10.82,0,5.28,3.51,3.59,2.25,10.82,116,45.6036731187748,8.87,5.76,0.532347504621072,0.532347504621072,1263.05615448959,0.819778188539741,0.819778188539741,1945.01876568102,2372.61590131552,2022-05-09,1.3,37.8,29.08,37.8,1.3,0.766,31.3995,-81.282,1945.01876568102,2372.61590131552,1263.05615448959,1064.4,1298.4,NA,505.036620800665,495.257056827696,414.018006146201,414.018006146201,406.000932907732,406.000932907732,268.854984825493,268.854984825493,263.6488583482,263.6488583482,92.16,190.903842662651,1632.06590412469
"ug2","40ug2","ugami",625,"spal",NA,0.8,16,NA,NA,25.1792658634433,26.6282470690535,256,"spal",4.02,0,8.09,4.91,4.7,2.35,4.02,40,45.6036731187748,12.79,7.26,1.80597014925373,1.80597014925373,1591.97702805459,3.181592039801,3.181592039801,2804.59864859755,881.507941154193,2016-09-14,1.06,38.69,36.5,38.69,1.06,0.766,31.3995,-81.282,2804.59864859755,881.507941154193,1591.97702805459,NA,NA,NA,402.868253815093,426.051953104855,1281.76242942663,1281.76242942663,1355.52350254007,1355.52350254007,727.568040472034,727.568040472034,769.437109338619,769.437109338619,116.16,155.86972740106,1426.15463957495
"ug2","119ug2","ugami",625,"spal",1.17,1.1,15,45.6036731187748,1,35.2933352415097,33.6200929369824,240,"spal",3.02,0,2.16,1.18,3.53,2.62,3.02,119,45.6036731187748,5.69,3.8,1.25827814569536,1.25827814569536,833.266213031327,1.8841059602649,1.8841059602649,1247.70651372322,662.227358777528,2022-08-05,0.9,41.6,46.22,41.65,0.9,0.766,31.3995,-81.282,1247.70651372322,662.227358777528,833.266213031327,1365.6,724.8,NA,564.693363864155,537.921486991718,1063.94213257849,1063.94213257849,1013.50107979565,1013.50107979565,710.541318769466,710.541318769466,676.854851181633,676.854851181633,60.8,235.194786049421,795.487457896563
"ug2","122ug2","ugami",625,"spal",1.32,1,23,45.6036731187748,2,25.918673716969,29.6688387941896,368,"spal",4.36,0.21,6.09,3.09,4.24,2.99,4.57,122,45.6036731187748,10.33,6.08,1.33041575492341,1.39449541284404,1333.22594085012,2.36926605504587,2.26039387308534,2265.16841595095,1002.11226146136,2022-11-02,1.4,42.1,30.07,42.1,1.4,0.766,31.3995,-81.282,2265.16841595095,1002.11226146136,1333.22594085012,1900.72,840.88,NA,414.698779471503,474.701420707033,937.382580293355,982.531741270787,1073.01218291108,1124.69396236322,551.721789756398,578.295545685032,631.550248993164,661.968953646505,97.28,174.588186157503,1375.52516519058
"ug3","41ug3","ugami",625,"spal",0.73,0.9,19,NA,NA,9.06319901296523,15.4618120950859,304,"spal",0.47,0.21,16.21,9.95,4.19,1.36,0.68,41,45.6036731187748,20.4,11.31,16.6323529411765,24.063829787234,2480.06338668008,43.4042553191489,30,4473.32388048397,149.110796016132,2016-10-29,1.94,42.12,21.71,42.12,1.94,0.764,31.3994,-81.282,4473.32388048397,149.110796016132,2480.06338668008,NA,NA,NA,145.011184207444,247.388993521374,4350.33552622331,6294.10246347202,7421.66980564123,10737.735037949,2411.87719615616,3489.52445401317,4114.66105400992,5953.1266313335,180.96,61.0787107881753,1946.96948574184
"ug3","38ug3","ugami",625,"spal",0.9,0.5,14,NA,NA,8.18414288947608,11.9429010070226,224,"spal",1.72,0.22,5.27,2.69,8.28,2.54,1.94,38,45.6036731187748,13.55,5.23,2.69587628865979,3.04069767441861,1146.83744582996,7.87790697674419,6.98453608247423,2971.25189120381,425.40432981073,2016-07-14,0.76,39.86,52.45,39.86,0.76,0.764,31.3994,-81.282,2971.25189120381,425.40432981073,1146.83744582996,NA,NA,NA,130.946286231617,191.086416112362,914.599061050729,1031.5826618828,1334.64996820748,1505.36101065262,353.014988139876,398.168068018232,515.145338282296,581.036021085846,83.68,52.1951896919227,1353.9071696964
"ug3","36ug3","ugami",625,"spal",0.9,0.7,17,NA,NA,12.6235104767675,18.5080986944915,272,"spal",11.81,0.66,6.85,5.37,8.33,1.81,12.47,36,45.6036731187748,15.18,7.18,0.575781876503609,0.607959356477561,1574.43458146445,1.28535139712108,1.21732157177225,3328.67924047777,2734.42886223701,2016-05-05,0.9,41.51,46.12,41.51,0.9,0.764,31.3994,-81.282,3328.67924047777,2734.42886223701,1574.43458146445,NA,NA,NA,201.976167628281,296.129579111863,245.869945837795,259.610349246173,360.484924692709,380.630568240312,116.294216806019,122.793300895094,170.506044749252,180.034748350819,114.88,83.8403071824993,2516.79617343691
"ug3","109ug3","ugami",625,"spal",0.84,1.5,19,45.6036731187748,3,15.3340150788841,19.5917931803258,304,"spal",4.42,0.1,3.68,2.98,6.74,5.4,4.52,109,45.6036731187748,10.42,8.38,1.85398230088496,1.89592760180995,1837.57128031645,2.35746606334842,2.30530973451327,2284.90366836485,991.148232342526,2021-11-11,1.2,40.8,34,40.8,1.2,0.764,31.3994,-81.282,2284.90366836485,991.148232342526,1837.57128031645,1055.89333333333,458.026666666667,NA,245.344241262145,313.468690885213,565.594467688397,578.390722613474,722.642424562814,738.991800684145,454.863880924066,465.154918954022,581.165404782762,594.313943352508,134.08,100.100450434955,1336.62917548861
"ug3","106ug3","ugami",625,"spal",0.97,1.4,16,45.6036731187748,3,26.3468220098644,28.5054614434618,256,"spal",4.4,1,8.17,5.48,4.85,3.18,5.4,106,45.6036731187748,13.02,8.66,1.6037037037037,1.96818181818182,1898.96984338192,2.95909090909091,2.41111111111111,2855.03318254418,1184.11514483399,2021-08-12,1,50.6,50.6,50.6,1,0.764,31.3994,-81.282,2855.03318254418,1184.11514483399,1898.96984338192,1111.04,460.8,NA,421.54915215783,456.087383095389,1016.40184464721,1247.40226388522,1099.67735701888,1349.60402906863,676.039936608669,829.685376747002,731.429025482606,897.662894910471,138.56,213.303870991862,2043.80905365335
"ug3","104ug3","ugami",625,"spal",3.15,1.2,16,45.6036731187748,1,33.3549786357505,33.1542483927068,256,"spal",2.91,1.83,6.47,5.48,10.22,7.9,4.74,104,45.6036731187748,16.69,13.38,2.82278481012658,4.5979381443299,2933.97419219978,5.73539518900344,3.5210970464135,3659.79291986654,1039.38996046539,2021-06-21,1,40.2,40.2,40.2,1,0.764,31.3994,-81.282,3659.79291986654,1039.38996046539,2933.97419219978,4272.64,1213.44,NA,533.679658172009,530.467974283309,1879.13786812043,3060.86374394874,1867.82921746591,3042.44346762489,1506.46283256149,2453.82605716202,1497.39694006554,2439.05893330264,214.08,214.539222585147,1889.07151789344
"ug3","119ug3","ugami",625,"spal",1.05,1.1,16,45.6036731187748,4,25.8831330604892,28.1515588141133,256,"spal",4.67,1.64,4.44,3.23,4.08,3.3,6.31,119,45.6036731187748,8.52,6.53,1.03486529318542,1.3982869379015,1431.90220291962,1.82441113490364,1.35023771790808,1868.27056184919,1383.66047479676,2022-08-05,1.1,38.4,34.91,38.4,1.1,0.764,31.3994,-81.282,1868.27056184919,1383.66047479676,1431.90220291962,545.28,403.84,NA,414.130128967827,450.424941025813,559.174120254498,755.543618587983,608.180744459576,821.760277845808,428.568897331206,579.072749927175,466.129138652703,629.823311541447,104.48,159.025969523645,1248.74151807204
"ug3","113ug3","ugami",625,"spal",2.2,1.2,28,45.6036731187748,3,15.8207618284789,24.3012568250384,448,"spal",2.6,0,4.48,3.38,4.79,3.04,2.6,113,45.6036731187748,9.27,6.42,2.46923076923077,2.46923076923077,1407.78133885819,3.56538461538462,3.56538461538462,2032.73099863168,570.129514179329,2022-02-24,1.5,38.6,25.73,38.6,1.5,0.764,31.3994,-81.282,2032.73099863168,570.129514179329,1407.78133885819,1384.32,388.266666666667,NA,253.132189255663,388.820109200615,902.513613230768,902.513613230768,1386.29323549604,1386.29323549604,625.04179039283,625.04179039283,960.086577333826,960.086577333826,102.72,97.709025052686,1004.70415794505
"ug3","116ug3","ugami",625,"spal",0.81,0.9,16,45.6036731187748,2,24.8461259339263,27.1632979774489,256,"spal",2.41,1.86,3.24,2.07,5.39,4.05,4.27,116,45.6036731187748,8.63,6.12,1.43325526932084,2.53941908713693,1341.99716414519,3.58091286307054,2.02107728337236,1892.39142591062,936.32808674836,2022-05-09,1.4,36.8,26.29,36.8,1.4,0.764,31.3994,-81.282,1892.39142591062,936.32808674836,1341.99716414519,1104.64,546.56,NA,397.53801494282,434.612767639183,803.455051277878,1423.54899126827,878.385991739145,1556.31045009384,569.773454672145,1009.51562300832,622.911039332974,1103.66395765635,97.92,146.293989498958,1040.9687806585
"ug3","125ug3","ugami",625,"spal",2.25,1.4,34,45.6036731187748,4,19.588840695677,29.7895728059969,544,"spal",2.6,3.74,5.24,3.95,7.78,6.44,6.34,125,45.6036731187748,13.02,10.39,1.63880126182965,3.99615384615385,2278.32525089355,5.00769230769231,2.05362776025237,2855.03318254418,1390.23889226806,2023-02-16,2,43.5,21.75,43.5,2,0.764,31.3994,-81.282,2855.03318254418,1390.23889226806,2278.32525089355,1770.72,862.24,NA,313.421451130831,476.63316489595,643.650992700856,1569.51818989362,978.827098887267,2386.83223344049,513.635469597687,1252.48033740359,781.107032061344,1904.69945510343,166.24,136.338331241912,1846.69335254332
