Data set title: null. 2023. Spartina alterniflora marsh vegetation data along the Georgia coast used in the Belowground Ecosystem Resiliency Model version 2.0. Georgia Coastal Ecosystems LTER Data Catalog (data set PLT-GCET-2308; /data/PLT-GCET-2308),,,,,,,,,,
,,,,,,,,,,
Date,Site,Plot,Plant_species,Live_stem_count,Live_stem_g,Dead_stem_g,TotalBG_0_10_g,Rhizomes_0_10_g,TotalBG_10_30_g,Rhizomes_10_30_g
2022-01-13,fluxa,s1,spal,,,,,,,
2014-08-19,fluxa,s1,spal,,,,5.37,,2.48,
2014-09-17,fluxa,s1,spal,,,,8.95,,1.77,
2014-04-24,fluxa,s1,spal,,0.97,0.29,0.07,,3.01,
2014-10-03,fluxa,s1,spal,,,,9.93,,0.97,
2022-09-01,fluxa,s1,spal,6,,,15.05,4.19,4.31,2.99
2014-11-18,fluxa,s1,spal,,,,4.89,,0.24,
2017-06-30,fluxa,s1,spal,1,,,4.95,2.92,1.38,0.52
2016-06-14,fluxa,s1,spal,,1.48,0,4.15,,1.85,
2022-11-04,fluxa,s1,spal,,,,,,,
2017-10-03,fluxa,s1,spal,,1.39,0.64,6.55,1.32,2.91,0.32
2015-04-14,fluxa,s1,spal,,,,10.18,,0.86,
2015-06-25,fluxa,s1,spal,,,,5.53,,2.15,
2022-05-20,fluxa,s1,spal,,,,,,,
2015-07-26,fluxa,s1,spal,,,,4.47,,1.21,
2018-01-31,fluxa,s1,spal,1,,,4.24,,4.64,
2023-03-08,fluxa,s1,spal,3,,,24,10.37,6.53,3.2
2013-07-10,fluxa,s1,spal,,,,8.72,,2.03,
2014-06-23,fluxa,s1,spal,,,,6.57,,1.22,
2014-07-21,fluxa,s1,spal,,,,7,,2.35,
2022-08-04,fluxa,s1,spal,,,,,,,
2016-02-19,fluxa,s1,spal,,0.25,0.32,3.14,,0.77,
2016-03-30,fluxa,s1,spal,,0.64,0.2,4.05,,0.66,
2016-04-27,fluxa,s1,spal,,0.66,0,8.32,,2.47,
2017-05-23,fluxa,s1,spal,1,,,6.74,,1.4,
2014-12-09,fluxa,s1,spal,,,,5.56,,1.16,
2013-06-11,fluxa,s1,spal,,,,7.27,,2.37,
2015-01-14,fluxa,s1,spal,,,,4.91,,1.75,
2015-02-12,fluxa,s1,spal,,,,7.45,,1.91,
2019-03-27,fluxa,s1,spal,1,,,4.88,0.77,2.89,2.84
2016-09-13,fluxa,s1,spal,4,1.94,0.37,6.5,4.5,3.65,2.17
2015-08-27,fluxa,s1,spal,,,,7.64,,0.23,
2018-02-15,fluxa,s1,spal,1,,,3.04,,1.18,
2015-09-23,fluxa,s1,spal,,,,7.89,,1.59,
2015-10-28,fluxa,s1,spal,,,,10.37,,3.18,
2016-10-26,fluxa,s1,spal,5,2.55,0.99,8.27,4.73,2.74,0.71
2015-11-20,fluxa,s1,spal,,2.35,0,8.78,,3.28,
2016-01-26,fluxa,s1,spal,,0.48,0.2,4.56,,2.33,
2017-02-06,fluxa,s1,spal,,,,6.2,,3.65,
2017-03-21,fluxa,s1,spal,,,,3.56,,2.28,
2017-04-19,fluxa,s1,spal,,,,2.52,,1.79,
2013-09-12,fluxa,s1,spal,,,,8.89,,0.96,
2019-01-15,fluxa,s1,spal,1,,,2.41,1.5,2.46,1.88
2017-07-18,fluxa,s1,spal,4,,,8.72,4.68,3.53,1.48
2016-07-12,fluxa,s1,spal,3,1.95,0,10.15,7.36,7.08,5.05
2017-11-10,fluxa,s1,spal,1,0.29,0.69,5.28,2.62,1.18,0.36
2016-08-17,fluxa,s1,spal,1,0.31,0,5.08,2.83,2.24,1.22
2020-07-24,fluxa,s1,spal,3,,,6.84,2.42,0.85,0.65
2017-11-30,fluxa,s1,spal,1,,,4.93,3.23,2.14,0.94
2019-04-25,fluxa,s1,spal,1,,,3.76,1.4,1.9,1.49
2013-08-12,fluxa,s1,spal,,,,25.85,,1.25,
2019-07-26,fluxa,s1,spal,,,,,,,
2019-07-31,fluxa,s1,spal,2,,,10.37,1.72,7.8,6.58
2018-03-26,fluxa,s1,spal,1,,,5.85,,1.15,
2013-10-02,fluxa,s1,spal,,,,10.27,,0.55,
2015-12-21,fluxa,s1,spal,,0.26,0.1,2.64,,6.94,
2017-01-24,fluxa,s1,spal,,,,4.87,,1.75,
2018-07-06,fluxa,s1,spal,1,,,7.04,2.58,1.7,0.85
2018-08-22,fluxa,s1,spal,4,,,7.36,2.89,2.47,1.08
2018-09-20,fluxa,s1,spal,9,,,10.49,2.94,2.91,1.24
2016-05-04,fluxa,s1,spal,,0.96,0,6.64,3.96,1.72,1.03
2018-12-04,fluxa,s1,spal,1,,,2.8,1.06,2.98,1.62
2014-01-27,fluxa,s1,spal,,0.73,0.19,3.76,,0.69,
2020-04-30,fluxa,s1,spal,1,,,1.34,1.08,0.65,0.51
2013-11-19,fluxa,s1,spal,,1.68,1.28,9.67,,0.55,
2017-08-15,fluxa,s1,spal,1,,,10.64,,4.26,
2020-05-14,fluxa,s1,spal,1,,,2.34,1.1,2.94,2.11
2019-02-26,fluxa,s1,spal,1,,,5.52,2.2,2.24,1.46
2018-04-25,fluxa,s1,spal,5,,,14.18,1.64,1.8,0.77
2020-08-27,fluxa,s1,spal,4,,,4.94,1.88,2.95,2.04
2017-12-20,fluxa,s1,spal,1,,,9.08,,1.08,
2019-05-29,fluxa,s1,spal,2,,,13.94,5.93,5.93,2.73
2019-07-17,fluxa,s1,spal,,,,13.71,6.76,5.32,1.8
2019-08-09,fluxa,s1,spal,3,,,8.27,2.26,3.24,1.14
2021-01-26,fluxa,s1,spal,1,,,5.78,2.97,2.51,1.34
2016-12-21,fluxa,s1,spal,,,,6.91,,5.33,
2018-06-13,fluxa,s1,spal,3,,,11.36,1.02,4.05,1.62
2019-11-22,fluxa,s1,spal,2,,,3.87,1.19,0.9,0.82
2019-12-10,fluxa,s1,spal,1,,,2.6,1.09,4.9,0.59
2020-01-30,fluxa,s1,spal,3,,,4.26,1.26,1.1,0.16
2013-12-12,fluxa,s1,spal,,0.54,2.09,12.26,,1.62,
2020-03-30,fluxa,s1,spal,1,,,1.38,1.25,0.87,0.87
2020-09-30,fluxa,s1,spal,6,,,11.6,4.84,3.09,1.89
2020-11-30,fluxa,s1,spal,2,,,6.37,1.65,3.33,2.01
2019-01-31,fluxa,s1,spal,2,,,6.92,5.84,2.32,2.26
2020-06-25,fluxa,s1,spal,1,,,7.35,2.44,4.03,1.18
2018-11-06,fluxa,s1,spal,1,,,7.66,1.92,2.5,1.07
2014-02-27,fluxa,s1,spal,,0.65,0.1,2.83,,1.73,
2018-05-29,fluxa,s1,spal,1,,,5.58,1.64,4.84,1.5
2019-11-01,fluxa,s1,spal,5,,,4.47,0.76,2.04,1.62
2020-12-17,fluxa,s1,spal,4,,,6.65,3.72,1.05,0.97
2020-10-28,fluxa,s1,spal,3,,,0.33,0.23,5.65,3.16
2019-09-25,fluxa,s1,spal,4,,,5.24,3.01,1.86,1.39
2020-03-02,fluxa,s1,spal,1,,,1.86,0.69,7.09,1.48
2014-10-03,fluxa,s10,spal,,,,7.39,,1.31,
2014-10-03,fluxa,s11,spal,,,,8.02,,1.84,
2014-10-03,fluxa,s12,spal,,,,7.14,,2.16,
2021-02-24,fluxa,s2,spal,2,,,2.14,0.5,1.95,0.37
2021-03-23,fluxa,s2,spal,1,,,5.17,2.2,1.02,0.74
2021-04-23,fluxa,s2,spal,1,,,1.57,0.47,2.88,2.26
2021-05-26,fluxa,s2,spal,1,,,4.9,2.67,0.83,0.65
2022-01-30,fluxa,s2,spal,,,,,,,
2014-04-24,fluxa,s2,spal,,1.29,0.27,2.33,,2.24,
2021-06-23,fluxa,s2,spal,1,,,4.65,1.91,4.01,3.07
2022-10-06,fluxa,s2,spal,,,,,,,
2022-02-10,fluxa,s2,spal,,,,,,,
2021-07-20,fluxa,s2,spal,2,,,5.24,1.85,8.02,4.46
2022-03-10,fluxa,s2,spal,1,,,4.16,1.8,4.72,3.33
2022-04-12,fluxa,s2,spal,,,,,,,
2015-03-25,fluxa,s2,spal,,,,7.33,,1.51,
2021-08-31,fluxa,s2,spal,1,,,2.86,1.4,1.64,1.29
2022-12-05,fluxa,s2,spal,6,,,9.17,3.28,2.98,2.24
2015-05-13,fluxa,s2,spal,,,,6.67,,2.47,
2021-09-30,fluxa,s2,spal,1,,,1.98,0.61,1.42,1.01
2021-10-26,fluxa,s2,spal,3,,,3.88,1.8,1.76,1.05
2022-06-07,fluxa,s2,spal,6,,,11.05,3.48,8.91,5.26
2022-07-11,fluxa,s2,spal,,,,,,,
2014-05-27,fluxa,s2,spal,,,,5.8,,2.98,
2014-03-26,fluxa,s2,spal,,1.34,0.24,3.29,,1.01,
2021-12-02,fluxa,s2,spal,4,,,7.63,2.02,4.44,3.1
2022-01-13,fluxa,s2,spal,,,,,,,
2014-08-19,fluxa,s2,spal,,,,6.92,,1.1,
2014-09-17,fluxa,s2,spal,,,,7.41,,0.7,
2022-09-01,fluxa,s2,spal,5,,,15.01,6,3.87,3.1
2017-06-30,fluxa,s2,spal,1,,,6.39,4.55,1.75,1.36
2016-06-14,fluxa,s2,spal,,0.68,0,8.19,,2.14,
2022-11-04,fluxa,s2,spal,,,,,,,
2015-02-12,fluxa,s2,spal,,,,4.39,,0.98,
2017-10-03,fluxa,s2,spal,,1.85,0.98,7.7,1.65,3.41,1.23
2015-04-14,fluxa,s2,spal,,,,3.93,,0.87,
2015-06-25,fluxa,s2,spal,,,,10.92,,3.6,
2022-05-20,fluxa,s2,spal,,,,,,,
2023-02-17,fluxa,s2,spal,,,,,,,
2023-03-08,fluxa,s2,spal,3,,,15.36,5.96,1.72,0.8
2013-07-10,fluxa,s2,spal,,,,,,,
2014-06-23,fluxa,s2,spal,,,,4.7,,3.3,
2014-07-21,fluxa,s2,spal,,,,6.21,,1.52,
2022-08-04,fluxa,s2,spal,,,,,,,
2016-02-19,fluxa,s2,spal,,0.37,0,3.46,,1.29,
2016-03-30,fluxa,s2,spal,,0.28,0,4.79,,1.11,
2014-10-03,fluxa,s2,spal,,,,7.99,,1.11,
2016-04-27,fluxa,s2,spal,,0.51,0,3.64,,1.62,
2017-05-23,fluxa,s2,spal,2,,,7.42,,2.84,
2014-12-09,fluxa,s2,spal,,,,3.7,,0.24,
2013-06-11,fluxa,s2,spal,,,,,,,
2015-01-14,fluxa,s2,spal,,,,4.34,,1.02,
2019-03-27,fluxa,s2,spal,1,,,2.62,0.89,1.62,1.41
2015-07-26,fluxa,s2,spal,,,,11.18,,3.06,
2018-01-31,fluxa,s2,spal,4,,,4.64,,1.26,
2015-08-27,fluxa,s2,spal,,,,9.53,,1.24,
2018-02-15,fluxa,s2,spal,2,,,6.95,,4.16,
2015-09-23,fluxa,s2,spal,,,,5.82,,2.72,
2015-10-28,fluxa,s2,spal,,,,6.05,,1.8,
2016-10-26,fluxa,s2,spal,1,0.63,0.57,5.99,3.74,1.48,0.41
2015-11-20,fluxa,s2,spal,,0.61,0,7.09,,1.47,
2016-01-26,fluxa,s2,spal,,0.59,0.02,2.63,,1.7,
2017-02-06,fluxa,s2,spal,,,,7.33,,3.78,
2017-03-21,fluxa,s2,spal,,,,5.48,,2.43,
2017-04-19,fluxa,s2,spal,,,,3.94,,1.07,
2014-11-18,fluxa,s2,spal,,,,5.83,,2.24,
2013-09-12,fluxa,s2,spal,,,,11,,1.33,
2019-01-15,fluxa,s2,spal,1,,,8.21,3.21,2.6,1.71
2016-07-12,fluxa,s2,spal,3,1.59,0,11.75,6.34,2.8,0.72
2019-02-26,fluxa,s2,spal,1,,,4.56,1.61,2.95,2.08
2017-11-10,fluxa,s2,spal,1,0.79,0.19,3.8,1.85,1.22,1.11
2016-08-17,fluxa,s2,spal,2,0.46,0,3.22,1.13,0.26,0.2
2020-07-24,fluxa,s2,spal,1,,,4.83,1.58,1.59,1.16
2017-11-30,fluxa,s2,spal,1,,,4.89,2.51,2.71,0.84
2019-04-25,fluxa,s2,spal,2,,,3.56,1.39,0.39,0.35
2013-08-12,fluxa,s2,spal,,,,19.49,,0.28,
2016-09-13,fluxa,s2,spal,3,2.11,0,6.38,4.61,1.89,1.4
2019-07-26,fluxa,s2,spal,,,,,,,
2019-07-31,fluxa,s2,spal,2,,,13.86,5.12,4.55,1.18
2018-03-26,fluxa,s2,spal,1,,,5.17,,4.54,
2013-10-02,fluxa,s2,spal,,,,5.73,,2.05,
2015-12-21,fluxa,s2,spal,,1.81,0.3,3.84,,1.18,
2017-01-24,fluxa,s2,spal,,,,4.8,,2.41,
2018-06-13,fluxa,s2,spal,2,,,13.2,3.88,2.42,1.21
2018-07-06,fluxa,s2,spal,3,,,13.79,5,3.28,1.64
2018-08-22,fluxa,s2,spal,2,,,13.17,5.32,3.08,1.48
2016-05-04,fluxa,s2,spal,1,0.68,0,5.96,4.53,0.67,0.19
2018-12-04,fluxa,s2,spal,1,,,3.14,2.33,0.47,0.34
2014-01-27,fluxa,s2,spal,,0.91,0.11,3.04,,3.01,
2017-07-18,fluxa,s2,spal,1,,,8.76,4.97,1.62,0.95
2020-04-30,fluxa,s2,spal,2,,,3.45,1.95,1.98,0.85
2013-11-19,fluxa,s2,spal,,4.91,2.75,18.72,,0.78,
2017-08-15,fluxa,s2,spal,1,,,6.7,,4.02,
2018-04-25,fluxa,s2,spal,1,,,8.45,3.11,1.71,0.39
2020-08-27,fluxa,s2,spal,2,,,5.87,2.25,0.61,0.4
2017-12-20,fluxa,s2,spal,1,,,2.58,,3.39,
2020-11-30,fluxa,s2,spal,3,,,13.37,4.77,1.87,1.09
2019-08-09,fluxa,s2,spal,4,,,11.4,3.57,2.14,0.65
2016-12-21,fluxa,s2,spal,,,,4.51,,3.92,
2019-11-22,fluxa,s2,spal,3,,,2.97,2.28,1.97,1.61
2019-12-10,fluxa,s2,spal,4,,,8.22,1.84,2.64,0.59
2020-01-30,fluxa,s2,spal,1,,,4.83,1.8,2,0.1
2018-09-20,fluxa,s2,spal,4,,,11.17,4.43,3.72,1.06
2021-01-26,fluxa,s2,spal,2,,,8.9,5.2,2.14,1.68
2020-03-30,fluxa,s2,spal,1,,,2.41,1.81,1.91,1.66
2020-09-30,fluxa,s2,spal,6,,,11.71,5.11,2.23,1.34
2019-05-29,fluxa,s2,spal,2,,,9.65,4.72,4.33,1.97
2019-07-17,fluxa,s2,spal,,,,12.86,6.13,1.71,0.54
2020-05-14,fluxa,s2,spal,1,,,2.63,1.3,3.74,2.58
2020-06-25,fluxa,s2,spal,1,,,2.6,0.51,1.62,0.94
2018-11-06,fluxa,s2,spal,2,,,4.25,0.54,1.34,0.5
2013-12-12,fluxa,s2,spal,,0.2,0.83,5.61,,1.88,
2014-02-27,fluxa,s2,spal,,0.33,0.19,4.7,,0.27,
2018-05-29,fluxa,s2,spal,1,,,8.4,2,5.08,0.65
2019-11-01,fluxa,s2,spal,4,,,5.11,1.66,2.43,2.02
2020-10-28,fluxa,s2,spal,2,,,1.06,0.73,5.09,2.13
2019-01-31,fluxa,s2,spal,1,,,3.96,2.59,1.96,1.75
2020-12-17,fluxa,s2,spal,1,,,5.91,3.22,2.47,2.24
2019-09-25,fluxa,s2,spal,3,,,5.77,4.06,2.06,1.81
2020-03-02,fluxa,s2,spal,2,,,5.03,1.5,4.02,0.79
2021-02-24,fluxa,s3,spal,,,,,,,
2021-03-23,fluxa,s3,spal,,,,,,,
2021-04-23,fluxa,s3,spal,,,,,,,
2021-05-26,fluxa,s3,spal,,,,,,,
2022-01-30,fluxa,s3,spal,,,,,,,
2014-04-24,fluxa,s3,spal,,,,,,,
2021-06-23,fluxa,s3,spal,,,,,,,
2022-10-06,fluxa,s3,spal,,,,,,,
2021-07-20,fluxa,s3,spal,,,,,,,
2022-03-10,fluxa,s3,spal,,,,,,,
2022-04-12,fluxa,s3,spal,,,,,,,
2015-03-25,fluxa,s3,spal,,,,,,,
2021-08-31,fluxa,s3,spal,,,,,,,
2022-12-05,fluxa,s3,spal,,,,,,,
2015-05-13,fluxa,s3,spal,,,,,,,
2021-09-30,fluxa,s3,spal,,,,,,,
2021-10-26,fluxa,s3,spal,,,,,,,
2022-06-07,fluxa,s3,spal,,,,,,,
2022-07-11,fluxa,s3,spal,,,,,,,
2014-05-27,fluxa,s3,spal,,,,,,,
2014-03-26,fluxa,s3,spal,,,,,,,
2021-12-02,fluxa,s3,spal,,,,,,,
2022-01-13,fluxa,s3,spal,,,,,,,
2014-08-19,fluxa,s3,spal,,,,,,,
2014-09-17,fluxa,s3,spal,,,,,,,
2022-09-01,fluxa,s3,spal,,,,,,,
2017-06-30,fluxa,s3,spal,,,,,,,
2022-02-10,fluxa,s3,spal,,,,,,,
2013-06-11,fluxa,s3,spal,,,,,,,
2016-06-14,fluxa,s3,spal,,,,,,,
2022-11-04,fluxa,s3,spal,,,,,,,
2015-02-12,fluxa,s3,spal,,,,,,,
2017-10-03,fluxa,s3,spal,,,,,,,
2015-04-14,fluxa,s3,spal,,,,,,,
2015-06-25,fluxa,s3,spal,,,,,,,
2022-05-20,fluxa,s3,spal,,,,,,,
2023-02-17,fluxa,s3,spal,,,,,,,
2023-03-08,fluxa,s3,spal,,,,,,,
2013-07-10,fluxa,s3,spal,,,,,,,
2014-06-23,fluxa,s3,spal,,,,,,,
2014-07-21,fluxa,s3,spal,,,,,,,
2022-08-04,fluxa,s3,spal,,,,,,,
2016-01-26,fluxa,s3,spal,,,,,,,
2016-02-19,fluxa,s3,spal,,,,,,,
2016-03-30,fluxa,s3,spal,,,,,,,
2014-10-03,fluxa,s3,spal,,,,6.06,,1.27,
2016-04-27,fluxa,s3,spal,,,,,,,
2017-05-23,fluxa,s3,spal,,,,,,,
2016-05-04,fluxa,s3,spal,1,1.33,0,7.46,3.97,0.56,0.3
2014-12-09,fluxa,s3,spal,,,,,,,
2015-01-14,fluxa,s3,spal,,,,,,,
2019-03-27,fluxa,s3,spal,,,,,,,
2018-01-31,fluxa,s3,spal,,,,,,,
2015-08-27,fluxa,s3,spal,,,,,,,
2018-02-15,fluxa,s3,spal,,,,,,,
2015-09-23,fluxa,s3,spal,,,,,,,
2015-10-28,fluxa,s3,spal,,,,,,,
2016-10-26,fluxa,s3,spal,7,2.49,0.61,6.44,3.48,1.87,0.99
2015-11-20,fluxa,s3,spal,,,,,,,
2015-12-21,fluxa,s3,spal,,,,,,,
2017-02-06,fluxa,s3,spal,,,,,,,
2017-03-21,fluxa,s3,spal,,,,,,,
2017-04-19,fluxa,s3,spal,,,,,,,
2014-11-18,fluxa,s3,spal,,,,,,,
2018-12-04,fluxa,s3,spal,,,,,,,
2013-09-12,fluxa,s3,spal,,,,,,,
2019-01-15,fluxa,s3,spal,,,,,,,
2016-07-12,fluxa,s3,spal,2,5.27,0,7.11,4.14,4.86,3.66
2017-08-15,fluxa,s3,spal,,,,,,,
2019-02-26,fluxa,s3,spal,,,,,,,
2016-08-17,fluxa,s3,spal,1,0.7,0,1.93,1.02,2.48,1.64
2020-07-24,fluxa,s3,spal,,,,,,,
2013-08-12,fluxa,s3,spal,,,,,,,
2015-07-26,fluxa,s3,spal,,,,,,,
2016-09-13,fluxa,s3,spal,6,1.83,0.39,5.08,1.98,1.21,0.56
2019-07-26,fluxa,s3,spal,,,,,,,
2018-03-26,fluxa,s3,spal,,,,,,,
2013-10-02,fluxa,s3,spal,,,,,,,
2017-01-24,fluxa,s3,spal,,,,,,,
2018-06-13,fluxa,s3,spal,,,,,,,
2018-07-06,fluxa,s3,spal,,,,,,,
2018-08-22,fluxa,s3,spal,,,,,,,
2018-11-06,fluxa,s3,spal,,,,,,,
2017-11-30,fluxa,s3,spal,,,,,,,
2014-01-27,fluxa,s3,spal,,,,,,,
2017-07-18,fluxa,s3,spal,,,,,,,
2019-07-31,fluxa,s3,spal,,,,,,,
2017-11-10,fluxa,s3,spal,,,,,,,
2020-08-27,fluxa,s3,spal,,,,,,,
2019-04-25,fluxa,s3,spal,,,,,,,
2017-12-20,fluxa,s3,spal,,,,,,,
2020-11-30,fluxa,s3,spal,,,,,,,
2019-08-09,fluxa,s3,spal,,,,,,,
2018-04-25,fluxa,s3,spal,,,,,,,
2016-12-21,fluxa,s3,spal,,,,,,,
2019-11-22,fluxa,s3,spal,,,,,,,
2019-12-10,fluxa,s3,spal,,,,,,,
2020-01-30,fluxa,s3,spal,,,,,,,
2018-09-20,fluxa,s3,spal,,,,,,,
2021-01-26,fluxa,s3,spal,,,,,,,
2020-03-30,fluxa,s3,spal,,,,,,,
2020-09-30,fluxa,s3,spal,,,,,,,
2019-05-29,fluxa,s3,spal,,,,,,,
2020-04-30,fluxa,s3,spal,,,,,,,
2013-11-19,fluxa,s3,spal,,,,,,,
2013-12-12,fluxa,s3,spal,,,,,,,
2020-06-25,fluxa,s3,spal,,,,,,,
2018-05-29,fluxa,s3,spal,,,,,,,
2019-11-01,fluxa,s3,spal,,,,,,,
2020-05-14,fluxa,s3,spal,,,,,,,
2019-01-31,fluxa,s3,spal,,,,,,,
2020-12-17,fluxa,s3,spal,,,,,,,
2020-10-28,fluxa,s3,spal,,,,,,,
2014-02-27,fluxa,s3,spal,,,,,,,
2020-03-02,fluxa,s3,spal,,,,,,,
2019-09-25,fluxa,s3,spal,,,,,,,
2021-02-24,fluxa,s4,spal,,,,,,,
2021-03-23,fluxa,s4,spal,,,,,,,
2021-04-23,fluxa,s4,spal,,,,,,,
2021-05-26,fluxa,s4,spal,,,,,,,
2022-01-30,fluxa,s4,spal,,,,,,,
2014-04-24,fluxa,s4,spal,,,,,,,
2021-06-23,fluxa,s4,spal,,,,,,,
2022-10-06,fluxa,s4,spal,,,,,,,
2021-07-20,fluxa,s4,spal,,,,,,,
2013-06-11,fluxa,s4,spal,,,,,,,
2022-03-10,fluxa,s4,spal,,,,,,,
2022-04-12,fluxa,s4,spal,,,,,,,
2015-03-25,fluxa,s4,spal,,,,,,,
2021-08-31,fluxa,s4,spal,,,,,,,
2022-12-05,fluxa,s4,spal,,,,,,,
2015-05-13,fluxa,s4,spal,,,,,,,
2021-09-30,fluxa,s4,spal,,,,,,,
2021-10-26,fluxa,s4,spal,,,,,,,
2022-06-07,fluxa,s4,spal,,,,,,,
2022-07-11,fluxa,s4,spal,,,,,,,
2014-05-27,fluxa,s4,spal,,,,,,,
2014-03-26,fluxa,s4,spal,,,,,,,
2021-12-02,fluxa,s4,spal,,,,,,,
2022-01-13,fluxa,s4,spal,,,,,,,
2014-08-19,fluxa,s4,spal,,,,,,,
2022-09-01,fluxa,s4,spal,,,,,,,
2022-02-10,fluxa,s4,spal,,,,,,,
2016-06-14,fluxa,s4,spal,,,,,,,
2022-11-04,fluxa,s4,spal,,,,,,,
2015-02-12,fluxa,s4,spal,,,,,,,
2017-10-03,fluxa,s4,spal,,,,,,,
2015-04-14,fluxa,s4,spal,,,,,,,
2015-06-25,fluxa,s4,spal,,,,,,,
2022-05-20,fluxa,s4,spal,,,,,,,
2023-02-17,fluxa,s4,spal,,,,,,,
2023-03-08,fluxa,s4,spal,,,,,,,
2013-07-10,fluxa,s4,spal,,,,,,,
2014-06-23,fluxa,s4,spal,,,,,,,
2014-07-21,fluxa,s4,spal,,,,,,,
2022-08-04,fluxa,s4,spal,,,,,,,
2016-01-26,fluxa,s4,spal,,,,,,,
2016-02-19,fluxa,s4,spal,,,,,,,
2014-09-17,fluxa,s4,spal,,,,,,,
2016-03-30,fluxa,s4,spal,,,,,,,
2014-10-03,fluxa,s4,spal,,,,3,,0.38,
2016-04-27,fluxa,s4,spal,,,,,,,
2017-05-23,fluxa,s4,spal,,,,,,,
2016-05-04,fluxa,s4,spal,,,,,,,
2017-06-30,fluxa,s4,spal,,,,,,,
2014-12-09,fluxa,s4,spal,,,,,,,
2015-01-14,fluxa,s4,spal,,,,,,,
2019-03-27,fluxa,s4,spal,,,,,,,
2013-08-12,fluxa,s4,spal,,,,,,,
2018-01-31,fluxa,s4,spal,,,,,,,
2015-08-27,fluxa,s4,spal,,,,,,,
2015-09-23,fluxa,s4,spal,,,,,,,
2015-10-28,fluxa,s4,spal,,,,,,,
2016-10-26,fluxa,s4,spal,,,,,,,
2015-11-20,fluxa,s4,spal,,,,,,,
2015-12-21,fluxa,s4,spal,,,,,,,
2017-01-24,fluxa,s4,spal,,,,,,,
2017-02-06,fluxa,s4,spal,,,,,,,
2017-03-21,fluxa,s4,spal,,,,,,,
2017-04-19,fluxa,s4,spal,,,,,,,
2014-11-18,fluxa,s4,spal,,,,,,,
2018-12-04,fluxa,s4,spal,,,,,,,
2017-07-18,fluxa,s4,spal,,,,,,,
2016-07-12,fluxa,s4,spal,,,,,,,
2017-08-15,fluxa,s4,spal,,,,,,,
2019-02-26,fluxa,s4,spal,,,,,,,
2016-08-17,fluxa,s4,spal,,,,,,,
2020-07-24,fluxa,s4,spal,,,,,,,
2017-12-20,fluxa,s4,spal,,,,,,,
2015-07-26,fluxa,s4,spal,,,,,,,
2016-09-13,fluxa,s4,spal,,,,,,,
2019-07-26,fluxa,s4,spal,,,,,,,
2018-03-26,fluxa,s4,spal,,,,,,,
2013-10-02,fluxa,s4,spal,,,,,,,
2016-12-21,fluxa,s4,spal,,,,,,,
2018-06-13,fluxa,s4,spal,,,,,,,
2018-07-06,fluxa,s4,spal,,,,,,,
2018-08-22,fluxa,s4,spal,,,,,,,
2018-11-06,fluxa,s4,spal,,,,,,,
2017-11-30,fluxa,s4,spal,,,,,,,
2013-09-12,fluxa,s4,spal,,,,,,,
2014-01-27,fluxa,s4,spal,,,,,,,
2019-01-15,fluxa,s4,spal,,,,,,,
2019-07-31,fluxa,s4,spal,,,,,,,
2020-06-25,fluxa,s4,spal,,,,,,,
2017-11-10,fluxa,s4,spal,,,,,,,
2020-08-27,fluxa,s4,spal,,,,,,,
2019-04-25,fluxa,s4,spal,,,,,,,
2018-02-15,fluxa,s4,spal,,,,,,,
2020-11-30,fluxa,s4,spal,,,,,,,
2019-08-09,fluxa,s4,spal,,,,,,,
2018-04-25,fluxa,s4,spal,,,,,,,
2018-05-29,fluxa,s4,spal,,,,,,,
2019-11-01,fluxa,s4,spal,,,,,,,
2019-11-22,fluxa,s4,spal,,,,,,,
2019-12-10,fluxa,s4,spal,,,,,,,
2018-09-20,fluxa,s4,spal,,,,,,,
2021-01-26,fluxa,s4,spal,,,,,,,
2013-12-12,fluxa,s4,spal,,,,,,,
2020-03-30,fluxa,s4,spal,,,,,,,
2019-05-29,fluxa,s4,spal,,,,,,,
2020-04-30,fluxa,s4,spal,,,,,,,
2013-11-19,fluxa,s4,spal,,,,,,,
2020-03-02,fluxa,s4,spal,,,,,,,
2020-10-28,fluxa,s4,spal,,,,,,,
2020-12-17,fluxa,s4,spal,,,,,,,
2014-02-27,fluxa,s4,spal,,,,,,,
2019-01-31,fluxa,s4,spal,,,,,,,
2020-01-30,fluxa,s4,spal,,,,,,,
2020-09-30,fluxa,s4,spal,,,,,,,
2020-05-14,fluxa,s4,spal,,,,,,,
2019-09-25,fluxa,s4,spal,,,,,,,
2021-02-24,fluxa,s5,spal,,,,,,,
2021-03-23,fluxa,s5,spal,,,,,,,
2021-04-23,fluxa,s5,spal,,,,,,,
2021-05-26,fluxa,s5,spal,,,,,,,
2022-01-13,fluxa,s5,spal,,,,,,,
2022-01-30,fluxa,s5,spal,,,,,,,
2014-04-24,fluxa,s5,spal,,,,,,,
2022-09-01,fluxa,s5,spal,,,,,,,
2021-06-23,fluxa,s5,spal,,,,,,,
2022-10-06,fluxa,s5,spal,,,,,,,
2021-07-20,fluxa,s5,spal,,,,,,,
2013-06-11,fluxa,s5,spal,,,,,,,
2022-03-10,fluxa,s5,spal,,,,,,,
2022-04-12,fluxa,s5,spal,,,,,,,
2015-03-25,fluxa,s5,spal,,,,,,,
2021-08-31,fluxa,s5,spal,,,,,,,
